id,INCOMING_DTTM,score_risco,abriu_rdr_48h
3639,2025-09-17,18.5,1
3639,2025-09-17,93.5,1
3639,2025-09-17,19.4,1
1489,2025-09-17,88.4,0
3639,2025-09-17,13.2,1
1084,2025-09-17,93.9,1
4232,2025-09-17,91.9,1
3159,2025-09-17,93.3,1
2742,2025-09-17,93.4,1
2593,2025-09-17,93.1,0
4219,2025-09-17,30.6,1
3640,2025-09-17,32.2,0
5180,2025-09-17,92.7,1
3602,2025-09-17,17.9,0
4277,2025-09-17,32.2,0
5351,2025-09-17,25.1,1
1063,2025-09-17,38.7,1
1063,2025-09-17,48.6,1
1063,2025-09-17,93.3,1
1485,2025-09-17,18.9,0
2405,2025-09-17,93.3,0
1485,2025-09-17,92.5,0
1068,2025-09-17,93.4,0
2940,2025-09-17,41.4,1
2940,2025-09-17,93.3,1
5045,2025-09-17,93.6,1
5045,2025-09-17,42.1,1
640,2025-09-17,3.9,0
5045,2025-09-17,34.3,1
125,2025-09-17,14.1,0
1356,2025-09-17,3.5,0
1356,2025-09-17,2.6,0
4754,2025-09-17,33.2,0
2412,2025-09-17,37.1,0
3647,2025-09-17,51.2,0
2941,2025-09-17,10.9,0
668,2025-09-17,9.6,0
5199,2025-09-17,93.6,1
2403,2025-09-17,91.4,0
125,2025-09-17,8.7,0
4418,2025-09-17,34.2,0
620,2025-09-17,32.2,0
4510,2025-09-17,19.7,1
3410,2025-09-17,19.5,0
3410,2025-09-17,11.1,0
5271,2025-09-17,20.2,0
1233,2025-09-17,35.7,0
353,2025-09-17,3.0,0
1234,2025-09-17,29.7,0
1235,2025-09-17,93.6,0
1238,2025-09-17,36.4,0
4523,2025-09-17,16.1,0
4510,2025-09-17,92.8,1
4523,2025-09-17,41.1,0
4523,2025-09-17,41.8,0
4524,2025-09-17,17.6,0
4524,2025-09-17,12.9,0
4524,2025-09-17,30.5,0
2823,2025-09-17,93.4,1
4533,2025-09-17,20.8,0
4533,2025-09-17,92.7,0
1575,2025-09-17,41.0,1
1556,2025-09-17,11.5,0
4541,2025-09-17,16.2,0
4523,2025-09-17,47.7,0
4541,2025-09-17,15.4,0
4510,2025-09-17,21.0,1
4482,2025-09-17,24.6,0
2306,2025-09-17,11.2,1
5105,2025-09-17,4.2,0
4967,2025-09-17,93.0,1
3439,2025-09-17,17.5,0
4685,2025-09-17,15.1,0
5105,2025-09-17,7.1,0
4478,2025-09-17,16.2,0
3438,2025-09-17,17.7,0
4478,2025-09-17,26.1,0
160,2025-09-17,93.9,0
5320,2025-09-17,23.3,0
5297,2025-09-17,8.7,0
3436,2025-09-17,17.7,1
5082,2025-09-17,15.3,0
4481,2025-09-17,23.4,1
1548,2025-09-17,26.4,0
488,2025-09-17,19.7,1
488,2025-09-17,92.9,1
488,2025-09-17,21.0,1
488,2025-09-17,30.2,1
3423,2025-09-17,92.9,1
4482,2025-09-17,27.5,0
3436,2025-09-17,91.9,1
4541,2025-09-17,22.9,0
1559,2025-09-17,19.8,0
1559,2025-09-17,8.8,0
2024,2025-09-17,93.7,1
4607,2025-09-17,20.0,1
4607,2025-09-17,93.3,1
1571,2025-09-17,2.7,0
1965,2025-09-17,34.3,0
1965,2025-09-17,93.6,0
2260,2025-09-17,11.2,0
2260,2025-09-17,12.0,0
3314,2025-09-17,33.1,0
396,2025-09-17,14.8,0
413,2025-09-17,36.9,0
396,2025-09-17,22.1,0
387,2025-09-17,93.0,0
3300,2025-09-17,25.5,0
3300,2025-09-17,24.8,0
5187,2025-09-17,3.5,0
382,2025-09-17,13.0,0
2789,2025-09-17,28.6,0
2789,2025-09-17,13.7,0
1641,2025-09-17,93.9,1
4965,2025-09-17,3.0,0
1288,2025-09-17,10.0,0
4624,2025-09-17,26.1,0
5245,2025-09-17,12.6,0
5246,2025-09-17,28.7,0
1276,2025-09-17,34.2,0
1309,2025-09-17,9.2,0
2166,2025-09-17,30.5,0
1869,2025-09-17,94.1,0
1559,2025-09-17,19.6,0
47,2025-09-17,36.1,0
4682,2025-09-17,12.1,0
1304,2025-09-17,45.9,0
442,2025-09-17,47.9,1
4574,2025-09-17,10.2,0
5333,2025-09-17,34.6,0
2020,2025-09-17,23.9,0
435,2025-09-17,29.2,0
1563,2025-09-17,92.8,0
5145,2025-09-17,92.8,1
2256,2025-09-17,21.8,0
2799,2025-09-17,3.0,0
5145,2025-09-17,47.1,1
1567,2025-09-17,9.8,0
4674,2025-09-17,10.5,0
4591,2025-09-17,41.5,0
5086,2025-09-17,17.9,0
5086,2025-09-17,19.7,0
2796,2025-09-17,94.1,1
5250,2025-09-17,32.9,1
503,2025-09-17,52.2,1
2306,2025-09-17,10.6,1
2306,2025-09-17,19.0,1
600,2025-09-17,29.5,0
3185,2025-09-17,92.8,0
3539,2025-09-17,13.5,0
600,2025-09-17,47.0,0
1509,2025-09-17,31.7,0
2616,2025-09-17,37.6,0
1147,2025-09-17,42.5,1
1147,2025-09-17,93.2,1
591,2025-09-17,28.4,0
1341,2025-09-17,31.4,0
603,2025-09-17,9.8,0
587,2025-09-17,11.7,0
4383,2025-09-17,4.5,0
4719,2025-09-17,15.9,0
583,2025-09-17,24.8,0
583,2025-09-17,26.5,0
4932,2025-09-17,15.3,0
1153,2025-09-17,9.3,0
1341,2025-09-17,26.0,0
5067,2025-09-17,93.0,0
2620,2025-09-17,42.3,0
5155,2025-09-17,30.6,0
586,2025-09-17,88.5,0
4931,2025-09-17,19.6,0
3550,2025-09-17,25.6,0
603,2025-09-17,13.8,0
5155,2025-09-17,10.6,0
2914,2025-09-17,38.6,0
2250,2025-09-17,94.1,0
3588,2025-09-17,32.8,0
2912,2025-09-17,15.2,0
2608,2025-09-17,93.7,0
3582,2025-09-17,20.4,0
63,2025-09-17,93.2,0
5097,2025-09-17,21.4,0
1133,2025-09-17,93.6,1
3570,2025-09-17,21.7,0
4317,2025-09-17,5.0,0
4986,2025-09-17,93.7,0
5313,2025-09-17,8.2,0
3569,2025-09-17,3.1,0
4728,2025-09-17,9.3,0
4329,2025-09-17,23.6,0
3184,2025-09-17,8.3,0
4333,2025-09-17,94.0,1
3567,2025-09-17,33.4,0
4337,2025-09-17,87.8,0
2371,2025-09-17,30.2,0
2369,2025-09-17,13.8,0
2676,2025-09-17,93.5,1
1877,2025-09-17,16.8,0
2676,2025-09-17,53.5,1
5075,2025-09-17,33.0,1
1662,2025-09-17,5.1,0
337,2025-09-17,93.3,1
1177,2025-09-17,21.1,1
5096,2025-09-17,11.5,0
4430,2025-09-17,9.6,0
131,2025-09-17,93.1,0
4431,2025-09-17,58.7,0
5096,2025-09-17,11.1,0
1822,2025-09-17,13.7,0
1822,2025-09-17,21.0,0
1662,2025-09-17,11.5,0
4447,2025-09-17,44.0,1
4452,2025-09-17,16.5,0
2628,2025-09-17,92.9,1
2877,2025-09-17,26.1,0
4455,2025-09-17,30.0,1
4455,2025-09-17,28.6,1
4455,2025-09-17,33.6,1
2631,2025-09-17,31.0,0
2631,2025-09-17,39.4,0
2306,2025-09-17,15.8,1
5250,2025-09-17,94.8,1
4452,2025-09-17,25.0,0
3490,2025-09-17,36.8,0
337,2025-09-17,28.8,1
5335,2025-09-17,26.8,0
5075,2025-09-17,38.8,1
5076,2025-09-17,82.6,0
4390,2025-09-17,5.7,0
3199,2025-09-17,28.2,0
5183,2025-09-17,19.4,0
1337,2025-09-17,37.5,0
5323,2025-09-17,94.6,1
2905,2025-09-17,93.4,1
4401,2025-09-17,3.3,0
4401,2025-09-17,2.8,0
1522,2025-09-17,93.2,1
1161,2025-09-17,93.0,1
4412,2025-09-17,13.1,0
5080,2025-09-17,43.6,1
3501,2025-09-17,93.3,0
4422,2025-09-17,24.1,1
4936,2025-09-17,20.6,0
4422,2025-09-17,20.9,1
5366,2025-09-17,10.5,0
5366,2025-09-17,10.2,0
2153,2025-09-17,43.4,0
336,2025-09-17,93.3,0
2153,2025-09-17,88.1,0
5075,2025-09-17,28.6,1
195,2025-09-17,12.7,0
2769,2025-09-17,52.2,1
195,2025-09-17,20.4,0
4066,2025-09-17,34.3,0
4850,2025-09-17,29.5,1
829,2025-09-17,93.7,0
3965,2025-09-17,19.7,0
4782,2025-09-17,7.9,0
5154,2025-09-17,18.2,0
5221,2025-09-17,35.4,0
5126,2025-09-17,8.5,0
4850,2025-09-17,92.5,1
4093,2025-09-17,32.3,1
4093,2025-09-17,93.2,1
2241,2025-09-17,30.5,0
4876,2025-09-17,4.2,0
3742,2025-09-17,13.7,0
4093,2025-09-17,47.9,1
3747,2025-09-17,18.0,0
4087,2025-09-17,6.0,0
4087,2025-09-17,6.2,0
2241,2025-09-17,20.2,0
2718,2025-09-17,92.5,0
2718,2025-09-17,25.6,0
816,2025-09-17,9.0,0
749,2025-09-17,2.7,0
3984,2025-09-17,4.3,0
1015,2025-09-17,92.8,0
1015,2025-09-17,23.4,0
749,2025-09-17,2.7,0
1440,2025-09-17,5.1,0
4876,2025-09-17,3.3,0
5154,2025-09-17,24.4,0
834,2025-09-17,11.2,0
2724,2025-09-17,18.8,0
856,2025-09-17,92.6,1
3938,2025-09-17,31.2,0
1474,2025-09-17,16.1,0
3714,2025-09-17,49.1,0
3938,2025-09-17,21.8,0
1035,2025-09-17,18.8,0
3942,2025-09-17,39.7,0
2003,2025-09-17,30.7,0
4120,2025-09-17,92.3,0
3724,2025-09-17,31.1,1
3724,2025-09-17,35.6,1
102,2025-09-17,93.2,1
2186,2025-09-17,37.7,0
3059,2025-09-17,94.6,1
1975,2025-09-17,20.1,1
3057,2025-09-17,53.5,0
3724,2025-09-17,92.8,1
847,2025-09-17,29.5,0
4996,2025-09-17,91.2,1
844,2025-09-17,94.1,0
2003,2025-09-17,22.1,0
3953,2025-09-17,9.3,0
3730,2025-09-17,34.0,1
934,2025-09-17,94.3,1
5149,2025-09-17,11.3,0
3730,2025-09-17,24.9,1
5149,2025-09-17,19.6,0
2528,2025-09-17,20.1,1
2528,2025-09-17,90.9,1
809,2025-09-17,92.8,0
1975,2025-09-17,20.1,1
2500,2025-09-17,3.6,0
1733,2025-09-17,93.7,0
3799,2025-09-17,12.3,0
3799,2025-09-17,16.3,0
3799,2025-09-17,10.5,0
2474,2025-09-17,92.7,0
4068,2025-09-17,17.5,0
1686,2025-09-17,24.4,0
195,2025-09-17,20.2,0
5022,2025-09-17,3.1,0
5022,2025-09-17,2.6,0
3116,2025-09-17,19.0,0
3772,2025-09-17,9.3,0
2769,2025-09-17,93.9,1
766,2025-09-17,92.5,1
5351,2025-09-17,21.0,1
4067,2025-09-17,93.0,1
766,2025-09-17,23.8,1
3119,2025-09-17,93.7,1
4052,2025-09-17,11.0,0
4067,2025-09-17,34.2,1
996,2025-09-17,93.2,1
3014,2025-09-17,18.2,0
764,2025-09-17,20.2,0
764,2025-09-17,22.6,0
764,2025-09-17,23.2,0
4058,2025-09-17,34.8,0
991,2025-09-17,11.6,0
5215,2025-09-17,20.6,0
4892,2025-09-17,21.3,0
4063,2025-09-17,34.9,0
780,2025-09-17,31.3,0
1720,2025-09-17,93.4,1
780,2025-09-17,37.4,0
4032,2025-09-17,24.9,0
2500,2025-09-17,3.7,0
3810,2025-09-17,93.0,1
2444,2025-09-17,16.3,0
2493,2025-09-17,91.5,1
5124,2025-09-17,16.7,0
1394,2025-09-17,38.7,1
2991,2025-09-17,91.7,0
2569,2025-09-17,2.7,0
3806,2025-09-17,29.4,1
3806,2025-09-17,46.1,1
2569,2025-09-17,2.7,0
4879,2025-09-17,10.1,0
5351,2025-09-17,19.5,1
2190,2025-09-17,38.0,1
963,2025-09-17,91.4,1
1995,2025-09-17,93.7,0
5115,2025-09-17,42.6,1
3127,2025-09-17,17.4,0
2701,2025-09-17,94.0,1
3127,2025-09-17,11.6,0
3759,2025-09-17,94.0,1
3763,2025-09-17,15.6,0
3028,2025-09-17,24.1,0
1005,2025-09-17,20.0,0
5214,2025-09-17,17.1,0
4797,2025-09-17,38.3,0
2190,2025-09-17,49.8,1
5124,2025-09-17,18.3,0
2190,2025-09-17,93.6,1
5350,2025-09-17,92.7,1
1720,2025-09-17,44.4,1
4063,2025-09-17,88.4,0
869,2025-09-17,28.5,1
869,2025-09-17,91.8,1
4162,2025-09-17,54.5,0
4162,2025-09-17,44.0,0
3097,2025-09-17,91.6,1
5223,2025-09-17,4.6,0
40,2025-09-17,57.0,0
3093,2025-09-17,26.0,0
4180,2025-09-17,92.8,0
1483,2025-09-17,18.6,1
2101,2025-09-17,41.7,1
3097,2025-09-17,18.7,1
3886,2025-09-17,5.5,0
3097,2025-09-17,12.8,1
1481,2025-09-17,19.8,0
697,2025-09-17,35.7,0
3913,2025-09-17,92.9,0
3087,2025-09-17,93.6,1
2003,2025-09-17,36.4,0
3690,2025-09-17,8.3,0
3092,2025-09-17,20.0,0
4182,2025-09-17,3.0,0
3097,2025-09-17,19.1,1
3869,2025-09-17,90.8,0
4182,2025-09-17,2.3,0
691,2025-09-17,26.2,0
2100,2025-09-17,9.8,0
3905,2025-09-17,93.9,1
4871,2025-09-17,24.1,0
3145,2025-09-17,61.9,1
1678,2025-09-17,92.8,0
3145,2025-09-17,93.4,1
691,2025-09-17,26.6,0
691,2025-09-17,21.7,0
1924,2025-09-17,32.1,0
3092,2025-09-17,21.4,0
3865,2025-09-17,35.2,0
3097,2025-09-17,17.6,1
295,2025-09-17,4.4,0
4182,2025-09-17,3.0,0
3086,2025-09-17,93.4,0
4871,2025-09-17,20.9,0
2067,2025-09-17,32.2,0
2101,2025-09-17,42.1,1
2101,2025-09-17,93.6,1
864,2025-09-17,20.6,0
4775,2025-09-17,92.0,1
864,2025-09-17,30.3,0
3849,2025-09-17,44.1,0
2550,2025-09-17,4.1,0
3881,2025-09-17,87.4,1
923,2025-09-17,34.2,0
2416,2025-09-17,12.0,0
687,2025-09-17,93.0,1
1678,2025-09-17,8.9,0
3083,2025-09-17,93.2,0
3914,2025-09-17,6.0,0
2550,2025-09-17,6.4,0
4780,2025-09-17,20.5,0
112,2025-09-17,24.4,0
4859,2025-09-17,91.4,1
3875,2025-09-17,71.6,0
4780,2025-09-17,19.2,0
687,2025-09-17,19.7,1
3884,2025-09-17,93.2,1
1822,2025-09-18,20.8,1
3806,2025-09-18,29.5,1
4011,2025-09-18,30.6,1
4020,2025-09-18,43.9,0
2161,2025-09-18,18.2,0
503,2025-09-18,96.5,1
3806,2025-09-18,49.1,1
2569,2025-09-18,3.0,0
1822,2025-09-18,12.8,1
4447,2025-09-18,96.7,1
5245,2025-09-18,12.5,0
2261,2025-09-18,23.1,0
1570,2025-09-18,96.3,1
3806,2025-09-18,31.9,1
396,2025-09-18,14.0,0
2306,2025-09-18,17.1,1
1822,2025-09-18,20.2,1
3029,2025-09-18,24.3,0
4456,2025-09-18,16.1,0
4455,2025-09-18,96.4,1
5290,2025-09-18,4.8,0
1393,2025-09-18,78.4,1
3321,2025-09-18,37.3,0
508,2025-09-18,20.8,1
1707,2025-09-18,34.3,1
1575,2025-09-18,29.9,1
1393,2025-09-18,54.3,1
1424,2025-09-18,41.5,0
1822,2025-09-18,28.4,1
1414,2025-09-18,32.7,0
1571,2025-09-18,2.2,0
3802,2025-09-18,96.5,1
3802,2025-09-18,12.7,1
5259,2025-09-18,18.7,0
1822,2025-09-18,18.9,1
1822,2025-09-18,95.9,1
2306,2025-09-18,93.1,1
1965,2025-09-18,34.6,0
794,2025-09-18,96.2,1
3028,2025-09-18,14.0,0
2569,2025-09-18,3.0,0
1571,2025-09-18,2.8,0
1559,2025-09-18,14.5,0
2891,2025-09-18,19.7,0
902,2025-09-18,95.9,1
2259,2025-09-18,95.6,1
1162,2025-09-18,48.2,0
3093,2025-09-18,15.9,0
5080,2025-09-18,95.3,1
3884,2025-09-18,13.3,0
5178,2025-09-18,5.0,0
3093,2025-09-18,15.3,0
1161,2025-09-18,96.3,1
3778,2025-09-18,20.7,0
3778,2025-09-18,22.8,0
5215,2025-09-18,23.5,0
1916,2025-09-18,43.2,0
3509,2025-09-18,24.7,0
4965,2025-09-18,3.3,0
4401,2025-09-18,3.4,0
4711,2025-09-18,54.6,1
4711,2025-09-18,96.6,1
112,2025-09-18,24.5,0
11,2025-09-18,33.3,0
112,2025-09-18,29.0,0
43,2025-09-18,40.8,0
571,2025-09-18,18.4,0
571,2025-09-18,31.4,0
4390,2025-09-18,3.7,0
5282,2025-09-18,35.1,0
5075,2025-09-18,96.4,1
5274,2025-09-18,24.0,0
1741,2025-09-18,28.7,0
3202,2025-09-18,24.2,0
541,2025-09-18,18.9,0
1707,2025-09-18,32.2,1
4622,2025-09-18,44.3,0
2885,2025-09-18,41.9,0
1707,2025-09-18,96.6,1
1712,2025-09-18,24.6,1
1712,2025-09-18,95.6,1
4467,2025-09-18,20.7,0
2891,2025-09-18,17.8,0
1177,2025-09-18,95.9,1
1177,2025-09-18,41.3,1
5009,2025-09-18,11.1,0
3489,2025-09-18,22.9,0
2469,2025-09-18,7.8,0
3115,2025-09-18,27.0,1
4886,2025-09-18,24.0,1
170,2025-09-18,6.4,0
5335,2025-09-18,27.5,0
4422,2025-09-18,20.9,1
4422,2025-09-18,95.7,1
1662,2025-09-18,5.5,0
336,2025-09-18,14.9,0
4050,2025-09-18,26.3,0
3499,2025-09-18,32.6,0
3300,2025-09-18,26.1,0
5022,2025-09-18,4.4,0
5022,2025-09-18,4.4,0
3116,2025-09-18,19.0,0
902,2025-09-18,46.4,1
3806,2025-09-18,96.6,1
150,2025-09-18,97.0,1
2186,2025-09-18,37.7,0
3394,2025-09-18,95.7,1
5361,2025-09-18,29.0,0
4524,2025-09-18,18.9,0
4576,2025-09-18,20.3,0
1999,2025-09-18,48.6,1
1575,2025-09-18,33.1,1
3402,2025-09-18,96.2,1
1575,2025-09-18,41.0,1
5082,2025-09-18,14.0,0
99,2025-09-18,29.9,0
1698,2025-09-18,95.4,1
3404,2025-09-18,27.4,0
353,2025-09-18,4.7,0
1961,2025-09-18,96.3,1
353,2025-09-18,5.1,0
4875,2025-09-18,95.4,1
838,2025-09-18,22.8,0
5271,2025-09-18,8.1,1
838,2025-09-18,17.2,0
1310,2025-09-18,35.8,0
2220,2025-09-18,35.6,0
2839,2025-09-18,46.4,0
4871,2025-09-18,24.2,0
4871,2025-09-18,13.9,0
869,2025-09-18,13.5,0
3107,2025-09-18,95.1,1
1651,2025-09-18,36.2,1
1651,2025-09-18,96.7,1
1650,2025-09-18,21.4,0
4960,2025-09-18,59.2,1
241,2025-09-18,96.7,1
442,2025-09-18,40.8,1
1559,2025-09-18,17.7,0
3914,2025-09-18,11.4,0
157,2025-09-18,5.5,0
4557,2025-09-18,11.1,0
4557,2025-09-18,7.7,0
3928,2025-09-18,30.1,0
4557,2025-09-18,7.8,0
1975,2025-09-18,96.5,1
2239,2025-09-18,96.2,1
4871,2025-09-18,20.9,0
445,2025-09-18,14.3,0
1999,2025-09-18,18.9,1
2269,2025-09-18,96.6,1
3938,2025-09-18,35.8,0
5348,2025-09-18,24.5,1
2032,2025-09-18,17.1,0
5315,2025-09-18,38.0,0
4545,2025-09-18,24.6,0
3103,2025-09-18,29.5,0
3235,2025-09-18,96.8,1
3248,2025-09-18,4.1,0
3248,2025-09-18,3.0,0
5017,2025-09-18,33.5,0
1975,2025-09-18,20.1,1
1999,2025-09-18,19.7,1
442,2025-09-18,96.1,1
4960,2025-09-18,93.4,1
4533,2025-09-18,21.7,0
4533,2025-09-18,13.1,0
1400,2025-09-18,96.6,1
4850,2025-09-18,46.4,0
3357,2025-09-18,95.7,1
1400,2025-09-18,52.5,1
2633,2025-09-18,20.9,0
3871,2025-09-18,96.4,1
1548,2025-09-18,26.5,0
1845,2025-09-18,63.9,1
1278,2025-09-18,7.0,0
3984,2025-09-18,4.0,0
3821,2025-09-18,32.3,1
1952,2025-09-18,43.1,0
3821,2025-09-18,26.8,1
4602,2025-09-18,96.6,1
1575,2025-09-18,96.5,1
4478,2025-09-18,27.2,0
4478,2025-09-18,25.0,0
1440,2025-09-18,3.1,0
2500,2025-09-18,3.8,0
2003,2025-09-18,32.4,0
3810,2025-09-18,20.8,0
1999,2025-09-18,37.7,1
1394,2025-09-18,96.2,1
1999,2025-09-18,47.1,1
4685,2025-09-18,12.1,0
1202,2025-09-18,96.3,1
1202,2025-09-18,40.3,1
959,2025-09-18,21.4,0
959,2025-09-18,19.2,0
2633,2025-09-18,12.7,0
1394,2025-09-18,52.5,1
3875,2025-09-18,7.6,0
2261,2025-09-18,41.0,0
3429,2025-09-18,39.8,0
1570,2025-09-18,48.6,1
488,2025-09-18,20.2,0
3871,2025-09-18,32.6,1
2295,2025-09-18,96.6,1
5082,2025-09-18,13.9,0
4871,2025-09-18,14.3,0
825,2025-09-18,19.5,0
3357,2025-09-18,26.3,1
3357,2025-09-18,30.3,1
3967,2025-09-18,19.9,0
3357,2025-09-18,24.9,1
1703,2025-09-18,14.1,0
2512,2025-09-18,96.9,1
2799,2025-09-18,5.4,0
5313,2025-09-18,35.8,1
2799,2025-09-18,2.4,0
3038,2025-09-18,96.8,1
2267,2025-09-18,46.5,1
3420,2025-09-18,15.1,0
3871,2025-09-18,30.0,1
2852,2025-09-18,34.9,0
4482,2025-09-18,27.7,0
3871,2025-09-18,34.6,1
3978,2025-09-18,95.7,1
3871,2025-09-18,33.0,1
4481,2025-09-18,20.7,1
4481,2025-09-18,95.9,1
4481,2025-09-18,22.8,1
3232,2025-09-18,6.2,0
4481,2025-09-18,23.5,1
816,2025-09-18,10.1,0
816,2025-09-18,8.2,0
3978,2025-09-18,29.0,1
1313,2025-09-18,28.2,0
4050,2025-09-18,24.9,0
3569,2025-09-18,3.2,0
3127,2025-09-18,11.1,0
750,2025-09-18,95.1,1
2452,2025-09-18,96.3,1
4314,2025-09-18,25.1,0
2581,2025-09-18,96.0,1
5061,2025-09-18,5.6,0
2246,2025-09-18,43.6,0
3570,2025-09-18,18.9,0
4078,2025-09-18,7.6,0
4078,2025-09-18,5.2,0
5130,2025-09-18,14.0,0
705,2025-09-18,18.3,0
663,2025-09-18,49.0,0
5130,2025-09-18,12.6,0
179,2025-09-18,17.2,0
2581,2025-09-18,24.1,1
2431,2025-09-18,18.1,0
2989,2025-09-18,41.3,1
1988,2025-09-18,14.6,0
2431,2025-09-18,16.6,0
4147,2025-09-18,24.6,0
2743,2025-09-18,19.0,0
2912,2025-09-18,7.2,0
4238,2025-09-18,94.4,1
663,2025-09-18,49.0,0
2912,2025-09-18,14.3,0
3639,2025-09-18,12.4,0
3639,2025-09-18,18.2,0
4893,2025-09-18,96.6,1
4068,2025-09-18,14.0,0
28,2025-09-18,24.9,1
3004,2025-09-18,33.6,0
1005,2025-09-18,20.0,0
3555,2025-09-18,10.9,0
3555,2025-09-18,19.0,0
4343,2025-09-18,32.7,0
1049,2025-09-18,30.1,0
5115,2025-09-18,43.5,1
4336,2025-09-18,14.0,0
28,2025-09-18,24.7,1
1078,2025-09-18,96.5,1
215,2025-09-18,30.2,0
5115,2025-09-18,46.9,1
5115,2025-09-18,29.0,1
2590,2025-09-18,19.4,0
4324,2025-09-18,11.5,0
4324,2025-09-18,6.6,0
3614,2025-09-18,8.5,0
3686,2025-09-18,18.1,0
3639,2025-09-18,17.7,0
28,2025-09-18,33.5,1
3639,2025-09-18,13.9,0
4219,2025-09-18,96.4,1
4893,2025-09-18,50.4,1
2386,2025-09-18,41.7,0
749,2025-09-18,2.6,0
2440,2025-09-18,12.0,0
2403,2025-09-18,29.8,0
1777,2025-09-18,16.4,1
1777,2025-09-18,15.4,1
1473,2025-09-18,46.0,0
3742,2025-09-18,25.2,1
4926,2025-09-18,12.2,0
2070,2025-09-18,16.4,0
3130,2025-09-18,21.5,0
3742,2025-09-18,42.7,1
573,2025-09-18,39.7,0
4998,2025-09-18,38.0,0
4752,2025-09-18,23.2,0
1777,2025-09-18,95.0,1
1104,2025-09-18,9.7,0
3742,2025-09-18,18.2,1
4901,2025-09-18,4.7,0
2981,2025-09-18,20.3,0
640,2025-09-18,4.6,0
5198,2025-09-18,12.8,0
125,2025-09-18,8.4,0
3737,2025-09-18,13.4,0
3730,2025-09-18,95.8,1
125,2025-09-18,9.6,0
39,2025-09-18,29.0,0
4300,2025-09-18,8.6,0
2726,2025-09-18,38.2,0
4754,2025-09-18,40.6,1
3750,2025-09-18,18.3,1
3750,2025-09-18,95.1,1
749,2025-09-18,3.3,0
1775,2025-09-18,24.4,0
3093,2025-09-18,26.5,0
3623,2025-09-18,21.5,0
1497,2025-09-18,18.2,0
4082,2025-09-18,9.5,1
28,2025-09-18,15.7,1
2922,2025-09-18,28.3,0
4294,2025-09-18,4.9,0
3724,2025-09-18,18.3,0
4082,2025-09-18,96.3,1
647,2025-09-18,96.3,1
4742,2025-09-18,46.8,1
4742,2025-09-18,96.6,1
1111,2025-09-18,95.9,1
5198,2025-09-18,15.1,0
4087,2025-09-18,5.5,0
5198,2025-09-18,12.7,0
4087,2025-09-18,5.4,0
1682,2025-09-18,96.3,1
4754,2025-09-18,51.2,1
4754,2025-09-18,56.1,1
729,2025-09-18,46.5,0
5308,2025-09-18,95.6,1
3614,2025-09-18,15.3,0
587,2025-09-18,20.6,0
28,2025-09-18,32.3,1
25,2025-09-18,40.8,1
5351,2025-09-18,25.6,1
1902,2025-09-18,2.9,0
1902,2025-09-18,3.5,0
1069,2025-09-18,96.4,1
5335,2025-09-18,27.2,0
5193,2025-09-18,10.2,0
584,2025-09-18,8.2,1
25,2025-09-18,96.2,1
3772,2025-09-18,8.9,0
1678,2025-09-18,15.0,0
4932,2025-09-18,14.7,0
3122,2025-09-18,9.8,0
4211,2025-09-18,25.8,0
692,2025-09-18,95.9,1
4800,2025-09-18,95.9,1
4356,2025-09-18,36.9,0
4920,2025-09-18,4.9,0
1483,2025-09-18,17.8,1
1678,2025-09-18,8.5,0
2052,2025-09-18,26.2,0
5176,2025-09-18,14.8,0
4800,2025-09-18,46.4,1
1686,2025-09-18,35.7,1
4206,2025-09-18,46.3,0
1483,2025-09-18,11.7,1
5207,2025-09-18,6.9,0
4893,2025-09-18,43.1,1
4352,2025-09-18,27.5,0
584,2025-09-18,14.3,1
574,2025-09-18,96.3,1
5115,2025-09-18,96.2,1
5351,2025-09-18,21.4,1
5351,2025-09-18,38.0,1
2907,2025-09-18,36.2,0
671,2025-09-18,12.2,0
5351,2025-09-18,94.3,1
4719,2025-09-18,15.9,0
1483,2025-09-18,96.5,1
3772,2025-09-18,8.7,0
5072,2025-09-18,96.7,1
2617,2025-09-18,35.6,0
4893,2025-09-18,35.7,1
2617,2025-09-18,13.7,0
4893,2025-09-18,43.8,1
4182,2025-09-18,3.3,0
584,2025-09-18,95.8,1
584,2025-09-18,30.6,1
2911,2025-09-18,96.5,1
4200,2025-09-19,45.9,1
2812,2025-09-19,23.0,0
2789,2025-09-19,19.2,0
5082,2025-09-19,12.8,0
2810,2025-09-19,34.9,0
4539,2025-09-19,96.8,1
4121,2025-09-19,25.5,0
288,2025-09-19,96.5,1
4661,2025-09-19,20.1,1
4249,2025-09-19,7.9,1
4200,2025-09-19,96.5,1
1086,2025-09-19,11.8,0
1602,2025-09-19,10.8,0
3637,2025-09-19,94.6,1
3147,2025-09-19,1.7,0
1613,2025-09-19,19.1,0
3712,2025-09-19,46.0,0
5154,2025-09-19,24.8,0
4122,2025-09-19,96.1,1
2272,2025-09-19,30.2,0
2694,2025-09-19,26.2,0
719,2025-09-19,58.2,1
719,2025-09-19,33.4,1
719,2025-09-19,96.5,1
2274,2025-09-19,50.4,0
4249,2025-09-19,93.7,1
5271,2025-09-19,20.6,1
4920,2025-09-19,5.0,0
5313,2025-09-19,95.9,1
3146,2025-09-19,95.8,1
5082,2025-09-19,14.4,0
4965,2025-09-19,3.3,0
1286,2025-09-19,13.6,0
935,2025-09-19,31.9,0
